HOSTNAMES, CPUS, MEMORY, TMP_DISK, GRES
r10i2n33, 36, 180224, 900000, (null)
r10i2n34, 36, 180224, 900000, (null)
r10i2n35, 36, 180224, 900000, (null)
r10i3n0, 36, 180224, 900000, (null)
r10i3n1, 36, 180224, 900000, (null)
r10i3n2, 36, 180224, 900000, (null)
r10i3n3, 36, 180224, 900000, (null)
r10i3n4, 36, 180224, 900000, (null)
r10i3n5, 36, 180224, 900000, (null)
r10i3n6, 36, 180224, 900000, (null)
r10i3n7, 36, 180224, 900000, (null)
r10i3n8, 36, 180224, 900000, (null)
r10i3n9, 36, 180224, 900000, (null)
r10i3n10, 36, 180224, 900000, (null)
r10i3n11, 36, 180224, 900000, (null)
r10i3n12, 36, 180224, 900000, (null)
r10i3n13, 36, 180224, 900000, (null)
r10i3n14, 36, 180224, 900000, (null)
r10i3n15, 36, 180224, 900000, (null)
r10i3n16, 36, 180224, 900000, (null)
r10i3n17, 36, 180224, 900000, (null)
r10i3n18, 36, 180224, 900000, (null)
r10i3n19, 36, 180224, 900000, (null)
r10i3n20, 36, 180224, 900000, (null)
r10i3n21, 36, 180224, 900000, (null)
r10i3n22, 36, 180224, 900000, (null)
r10i3n24, 36, 180224, 900000, (null)
r10i3n25, 36, 180224, 900000, (null)
r10i3n26, 36, 180224, 900000, (null)
r10i3n27, 36, 180224, 900000, (null)
r10i3n28, 36, 180224, 900000, (null)
r10i3n29, 36, 180224, 900000, (null)
r10i3n30, 36, 180224, 900000, (null)
r10i3n31, 36, 180224, 900000, (null)
r10i3n32, 36, 180224, 900000, (null)
r10i3n33, 36, 180224, 900000, (null)
r10i3n34, 36, 180224, 900000, (null)
r10i3n35, 36, 180224, 900000, (null)
r102u05, 36, 751616, 1500000, (null)
r102u07, 36, 751616, 1500000, (null)
r102u08, 36, 751616, 1500000, (null)
r102u09, 36, 751616, 1500000, (null)
r102u10, 36, 751616, 1500000, (null)
r102u11, 36, 751616, 1500000, (null)
r102u12, 36, 751616, 1500000, (null)
r102u13, 36, 751616, 1500000, (null)
r102u14, 36, 751616, 1500000, (null)
r102u15, 36, 751616, 1500000, (null)
r102u16, 36, 751616, 1500000, (null)
r102u17, 36, 751616, 1500000, (null)
r102u18, 36, 751616, 1500000, (null)
r102u19, 36, 751616, 1500000, (null)
r102u20, 36, 751616, 1500000, (null)
r102u21, 36, 751616, 1500000, (null)
r102u22, 36, 751616, 1500000, (null)
r102u23, 36, 751616, 1500000, (null)
r102u24, 36, 751616, 1500000, (null)
r102u27, 36, 751616, 1500000, (null)
r102u28, 36, 751616, 1500000, (null)
r102u29, 36, 751616, 1500000, (null)
r102u30, 36, 751616, 1500000, (null)
r102u31, 36, 751616, 1500000, (null)
r102u32, 36, 751616, 1500000, (null)
r102u33, 36, 751616, 1500000, (null)
r105u31, 36, 751616, 1500000, gpu:v100:2
r105u35, 36, 751616, 1500000, gpu:v100:2
r103u25, 36, 751616, 2400000, (null)
r103u26, 36, 751616, 2400000, (null)
r103u27, 36, 751616, 2400000, (null)
r103u28, 36, 751616, 2400000, (null)
r103u29, 36, 751616, 2400000, (null)
r103u30, 36, 751616, 2400000, (null)
r103u31, 36, 751616, 2400000, (null)
r103u32, 36, 751616, 2400000, (null)
r103u33, 36, 751616, 2400000, (null)
r103u34, 36, 751616, 2400000, (null)
r103u35, 36, 751616, 1500000, (null)
r103u36, 36, 751616, 1500000, (null)
r1i7n35, 36, 85248, 900000, (null)
r2i7n35, 36, 85248, 900000, (null)
r102u34, 36, 751616, 1500000, (null)
r3i7n35, 36, 85248, 900000, (null)
r4i7n35, 36, 85248, 900000, (null)
r5i7n35, 36, 85248, 900000, (null)
r6i7n35, 36, 85248, 900000, (null)
r7i7n35, 36, 180224, 900000, (null)
r102u35, 36, 751616, 1500000, (null)
r103u21, 36, 751616, 1500000, gpu:v100:2
r103u23, 36, 751616, 1500000, gpu:v100:2
r104u33, 36, 751616, 1500000, gpu:v100:2
r105u33, 36, 751616, 1500000, gpu:v100:2
r105u37, 36, 751616, 1500000, gpu:v100:2
